label,DOY,date,time,PA,T_PA,altitude,TA,ch4_dry,CO2_dry,h20,EC_2,SWC_2,TS_2,volume_tot,latitude,longitude,Fch4,Fch4_dCdt,Fch4_r2,Fch4_cv,Fch4_c0,Fch4_cx,Fch4_a,Fch4_t0,Fch4_sei,Fch4_lin,Fch4_lin_dCdt,Fch4_lin_r2,Fch4_lin_cv,Fch4_lin_se,Fch4_lin_ssn,Fco2_c0,Fco2,Fco2_dCdt,Fco2_r2,Fco2_cv,Fco2_cx,Fco2_a,Fco2_t0,Fco2_sei,Fco2_ses,Fco2_lin,Fco2_lin_dCdt,Fco2_lin_r2,Fco2_lin_cv,Fco2_lin_se,type
BIE13_nee,305.49138,2023/11/01,11:47:35,89.6,20.08846,1008.7,8.79327,2023.724,506.19,10.369,0.024,0.381,8,30892.42,46.9851,6.72671,-1.01108,-0.0571,0.99227,1.48969,2023.72409,0,3e-5,0,0.31161,-1.01108,-0.0571,0.99227,1.48969,5.2e-4,-9999,506.19045,5.32484,0.30073,0.74017,1.44794,517.79176,0.02592,-11.98251,0.18307,0.00254,0.68866,0.03889,0.65377,7.63728,0.00294,nee
BIE13_respi,151.45525,2023/05/31,10:55:34,90.53,32.35547,1006.1,21.58098,2059.111,540.62,13.785,0.02,0.317,20.9,27658.42,46.985,6.72671,-0.83851,-0.05492,0.98519,1.72112,2059.11136,0,3e-5,0,0.06433,-0.83851,-0.05492,0.98519,1.72112,7e-4,-9999,540.62409,11.32828,0.74192,0.98699,1.54988,788.01996,0.003,21.5125,0.54905,0.00763,9.77152,0.63996,0.98504,1.72574,0.00818,respi
BIE13_respi,173.60311,2023/06/22,14:28:29,90.7,32.34378,1006.7,21.80253,1997.165,515.71,23.225,0,0,21.3,31552.42,46.9851,6.72672,-1.4829,-0.08586,0.99364,1.42468,1997.16455,0,4e-5,0,0.1304,-1.4829,-0.08586,0.99364,1.42468,7.1e-4,-9999,515.70773,27.17982,1.57365,0.99975,1.16742,1662.10724,0.00137,-4.39033,0.16727,0.00232,24.48741,1.41776,0.99943,1.18445,0.00353,respi
BIE13_respi,206.45655,2023/07/25,10:57:26,89.78,24.37965,1003.6,14.62872,1974.565,505.62,16.569,0.013,0.162,17,30892.42,46.985,6.72671,-2.83537,-0.16415,0.99837,1.24393,1974.565,0,8e-5,0,0.34738,-2.83537,-0.16415,0.99837,1.24393,6.9e-4,-9999,505.61605,29.62408,1.71507,0.99952,1.19209,5048.84364,3.8e-4,-2.63216,0.27401,0.00381,28.80201,1.66748,0.99949,1.19429,0.00389,respi
BIE13_respi,227.50475,2023/08/15,12:06:50,90.91,37.38229,1010.9,24.7986,1958.345,473.3,21.515,0.008,0.13136,24.31818,30892.42,46.9851,6.72672,-1.54752,-0.09207,0.99697,1.28852,1958.34455,0,5e-5,0,0.09555,-1.54752,-0.09207,0.99697,1.28852,5.3e-4,-9999,473.29964,25.41718,1.51222,0.99985,1.1611,4267.62784,4e-4,-6.76254,0.13305,0.00185,24.63255,1.46553,0.99983,1.16269,0.002,respi
BIE13_respi,249.47409,2023/09/06,11:22:41,91.03,37.72254,1012.4,23.8032,2078.817,482.28,20.723,0.007,0.131,26.7,31882.42,46.985,6.72673,-1.42814,-0.08188,0.99648,1.30787,2078.81682,0,4e-5,0,0.5546,-1.42814,-0.08188,0.99648,1.30787,5e-4,-9999,482.28041,25.08922,1.43848,0.99969,1.16477,1495.82982,0.00142,-13.13637,0.16658,0.00231,22.24598,1.27546,0.99934,1.18381,0.00339,respi
BIE13_respi,270.63711,2023/09/27,15:17:26,90.82,35.87974,1002.7,23.71629,1992.763,482.52,10.21,0.008,0.12845,23.7,31882.42,46.9851,6.72672,-1.66377,-0.09457,0.99701,1.2877,1992.76318,0,5e-5,0,0.86358,-1.66377,-0.09457,0.99701,1.2877,5.4e-4,-9999,482.52468,22.38159,1.27215,0.99967,1.16994,3017.06915,5e-4,-10.15634,0.16525,0.0023,21.47912,1.22086,0.99963,1.17297,0.00243,respi
BIE13_respi,305.48938,2023/11/01,11:44:42,89.6,19.70996,1009.1,8.56928,2027.329,498.61,10.122,0.023,0.377,7.7,30892.42,46.9851,6.72671,-1.08798,-0.06138,0.99205,1.49791,2027.32909,0,3e-5,0,0.25199,-1.08798,-0.06138,0.99205,1.49791,5.7e-4,-9999,498.60773,9.79186,0.55245,0.9983,1.23507,853.52529,0.00156,-7.66781,0.15066,0.00209,8.65632,0.48838,0.99788,1.26918,0.00234,respi
BIE14_nee,151.46433,2023/05/31,11:08:38,90.52,31.86081,1005.3,24.67081,2051.817,504.01,15.651,0.01,0.16255,22.49091,27658.42,46.9843,6.72761,-0.57644,-0.03822,0.85608,4.4068,2051.81727,0,2e-5,0,0.27994,-0.57644,-0.03822,0.85608,4.4068,0.00163,-9999,504.00768,10.00648,0.66353,0.99772,1.2451,1174.79452,9.9e-4,-16.13027,0.21721,0.00302,9.17328,0.60828,0.99755,1.26795,0.00313,nee
BIE14_nee,173.54885,2023/06/22,13:10:21,90.8,32.00367,1004.7,21.12621,1990.23,526.99,20.021,0.013,0.137,21.1,29572.42,46.9843,6.72761,-1.70727,-0.10477,0.99549,1.35135,1990.23,0,5e-5,0,0.1518,-1.70727,-0.10477,0.99549,1.35135,7.3e-4,-9999,526.98764,19.40165,1.19063,0.99936,1.17742,1007.64901,0.00248,-3.92876,0.18647,0.00259,16.09535,0.98773,0.99814,1.2407300000000001,0.00442,nee
BIE14_nee,206.4665,2023/07/25,11:11:46,89.81,25.33703,1005.1,14.5084,1980.425,500.49,16.47,0.028,0.243,17.2,30232.42,46.9843,6.72764,-2.60687,-0.15408,0.99811,1.25475,1980.42545,0,8e-5,0,0.07254,-2.60687,-0.15408,0.99811,1.25475,6.9e-4,-9999,500.48509,22.8406,1.35003,0.99953,1.19099,3693.95651,4.2e-4,-5.81449,0.21161,0.00294,22.10231,1.30639,0.9995,1.19361,0.00303,nee
BIE14_nee,227.49964,2023/08/15,11:59:29,90.89,36.72832,1015.8,24.67712,1952.463,488.94,23.264,0.014,0.154,23.9,30232.42,46.9843,6.7276,-1.69641,-0.10329,0.99476,1.37863,1952.46318,0,5e-5,0,0.08493,-1.69641,-0.10329,0.99476,1.37863,7.8e-4,-9999,488.93705,13.93392,0.84841,0.76815,1.29327,507.20313,0.04645,10.36948,0.35557,0.00494,1.16216,0.07076,0.51185,10.1922,0.00717,nee
BIE14_nee,249.51696,2023/09/06,12:24:25,90.95,41.49309,1004.8,30.15453,2057.626,472.33,27.98,0,0,25.9,30232.42,46.9843,6.72764,-1.49519,-0.0931,0.99603,1.32544,2057.62636,0,5e-5,0,0.42871,-1.49519,-0.0931,0.99603,1.32544,6.1e-4,-9999,472.33327,-4.55453,-0.2836,0.98567,1.70049,0,6e-4,0,1.7526,0.00355,-4.55453,-0.2836,0.98567,1.70049,0.00355,nee
BIE14_nee,270.59911,2023/09/27,14:22:43,90.84,30.97122,1003.4,21.96041,2006.028,509.76,12.616,0.01,0.194,19.1,28912.42,46.9843,6.7276300000000004,-1.96979,-0.12301,0.99521,1.36183,2006.02773,0,6e-5,0,0.81711,-1.96979,-0.12301,0.99521,1.36183,8.8e-4,-9999,509.76232,13.34942,0.83362,0.99896,1.20369,1000000,0,0,4.3144,0.00279,13.34942,0.83362,0.99896,1.20369,0.00279,nee
BIE14_nee,305.53949,2023/11/01,12:56:52,89.56,19.72917,1013.9,9.10491,2008.043,525.22,10.932,0.014,0.29,8.8,27658.42,46.9843,6.72758,-2.04874,-0.12952,0.99835,1.24907,2008.04273,0,6e-5,0,0.08706,-2.04874,-0.12952,0.99835,1.24907,5.5e-4,-9999,525.21905,12.32897,0.77941,0.99889,1.21834,1262.48766,0.00106,-3.49994,0.17895,0.00249,11.38635,0.71982,0.9987,1.23389,0.00269,nee
BIE14_respi,151.46659,2023/05/31,11:11:53,90.53,32.48352,1004.6,22.74239,2047.956,499.51,13.908,0.01,0.161,24.2,27658.42,46.9843,6.72761,-2.95671,-0.19443,0.96777,1.23355,2047.95591,2040.94813,0.02775,9.55581,0.05874,-0.61066,-0.04016,0.86395,4.34074,0.00168,-9999,499.50941,15.52965,1.02124,0.99384,1.23488,604.28993,0.00975,0.43413,0.31136,0.00433,7.88801,0.51872,0.98075,1.87758,0.00766,respi
BIE14_respi,173.54655,2023/06/22,13:07:02,90.82,31.9465,1004.1,20.88343,1987.096,531.37,19.651,0.013,0.142,21.3,29572.42,46.9843,6.72764,-1.48707,-0.09113,0.99288,1.45259,1987.09636,0,5e-5,0,0.08552,-1.48707,-0.09113,0.99288,1.45259,8e-4,-9999,531.36673,18.76589,1.14996,0.99952,1.17609,1768.55373,0.00093000000000000005,-2.91939,0.17479,0.00243,17.50732,1.07283,0.99938,1.18564,0.00278,respi
BIE14_respi,206.46418,2023/07/25,11:08:25,89.8,25.4642,1002.4,14.45482,1981.44,559.97,16.217,0.028,0.242,17.2,30232.42,46.9843,6.72762,-2.54227,-0.15022,0.99711,1.29738,1981.44045,0,8e-5,0,0.14095,-2.54227,-0.15022,0.99711,1.29738,8.4e-4,-9999,559.97255,24.1496,1.42697,0.99913,1.20895,7294.6574,2.1e-4,-5.36752,0.30841,0.00428,23.75717,1.40379,0.99913,1.21049,0.0043,respi
BIE14_respi,227.49756,2023/08/15,11:56:29,90.9,36.11929,1015.1,25.15416,1950.285,526.18,23.959,0.013,0.159,23.7,30232.42,46.9843,6.72762,-1.77214,-0.10815,0.99452,1.38783,1950.285,0,6e-5,0,0.09281,-1.77214,-0.10815,0.99452,1.38783,8.3e-4,-9999,526.18418,21.82861,1.33216,0.99919,1.18399,1497.39508,0.00137,-15.2983,0.251,0.00349,19.37415,1.18237,0.99887,1.20629,0.00413,respi
BIE14_respi,249.51163,2023/09/06,12:16:45,90.98,39.58238,1003.2,26.98076,2061.1,484.28,24.954,0.006,0.1,26.4,30232.42,46.9843,6.72764,-1.44459,-0.08871,0.9961,1.32333,2061.09955,0,4e-5,0,0.52409,-1.44459,-0.08871,0.9961,1.32333,5.8e-4,-9999,484.27623,17.96165,1.10297,0.99955,1.17032,1393.81315,0.00121,-5.51599,0.15866,0.0022,16.35652,1.0044,0.9993,1.18534,0.00276,respi
BIE14_respi,270.59709,2023/09/27,14:19:49,90.82,29.84982,1004.8,20.13424,2002.092,524.78,13.188,0.011,0.19,18.2,28912.42,46.9843,6.7276300000000004,-1.80081,-0.11184,0.9962,1.32262,2002.09227,0,6e-5,0,0.21711,-1.80081,-0.11184,0.9962,1.32262,7.2e-4,-9999,524.77832,16.897,1.0494,0.99952,1.17902,1000000,0,0,4.0272,0.00237,16.897,1.0494,0.99952,1.17902,0.00237,respi
BIE14_respi,305.53721,2023/11/01,12:53:35,89.55,19.20911,1013.2,8.93288,2013.403,514.42,10.508,0.014,0.286,8.4,27658.42,46.9843,6.72758,-2.12617,-0.13428,0.99803,1.26299,2013.40318,0,7e-5,0,0.18532,-2.12617,-0.13428,0.99803,1.26299,6.2e-4,-9999,514.41514,17.48351,1.10422,0.99958,1.19098,1172.22734,0.00168,0.99061,0.14956,0.00208,15.52775,0.9807,0.99905,1.21888,0.00314,respi
BIE15_nee,151.48322,2023/05/31,11:35:50,90.49,33.29452,1006.5,23.2949,2061.74,494.87,14.757,0.002,0.073,23,28252.42,46.9855,6.72541,-0.28415,-0.01835,0.92423,3.23344,2061.73955,0,1e-5,0,0.17443,-0.28415,-0.01835,0.92423,3.23344,5.5e-4,-9999,494.87286,0.84906,0.05483,0.82873,4.34233,532.71991,0.00145,-26.16604,0.16632,0.00229,0.74301,0.04798,0.83226,4.87229,0.00227,nee
BIE15_nee,173.61398,2023/06/22,14:44:08,90.69,33.09652,1011.2,22.95672,2000.407,488.14,20.886,0.002,0,22.6,28252.42,46.9855,6.72541,-0.35163,-0.02277,0.86159,4.31444,2000.40682,0,1e-5,0,0.1482,-0.35163,-0.02277,0.86159,4.31444,9.5e-4,-9999,488.14277,-0.60818,-0.03939,0.71076,6.71557,0,8e-5,0,1.40085,0.00261,-0.60818,-0.03939,0.71076,6.71557,0.00261,nee
BIE15_nee,206.56205,2023/07/25,13:29:21,89.78,25.99066,1015.6,13.95889,1978.981,483.99,16.417,0.003,0.09,17.7,29572.42,46.9856,6.7254,-7.14162,-0.43083,0.9981,1.19445,1978.98136,1927.63201,0.00839,-9.50136,0.07232,-3.66228,-0.22094,0.98793,1.63879,0.00253,-9999,483.99259,9.70223,0.58531,0.98116,1.24632,520.02209,0.01625,-7.74588,0.17927,0.00249,2.82084,0.17017,0.94647,2.73011,0.0042,nee
BIE15_nee,227.4789,2023/08/15,11:29:37,90.87,35.2183,1011.6,23.51926,1951.8,484.28,17.038,0.003,0.039,24.2,30232.42,46.9855,6.7254,-0.19206,-0.01158,0.80369,5.2535,1951.79955,0,1e-5,0,0.26421,-0.19206,-0.01158,0.80369,5.2535,5.9e-4,-9999,484.27573,-5.18302,-0.31246,0.99263,1.46061,0,6.5e-4,0,1.1794,0.00279,-5.18302,-0.31246,0.99263,1.46061,0.00279,nee
BIE15_nee,249.46594,2023/09/06,11:10:57,90.95,37.94761,1010.7,26.52717,2081.615,486.4,19.532,0.002,0.063,26.4,30562.42,46.9855,6.72542,-1.45475,-0.08777,0.9956,1.34402,2081.615,0,4e-5,0,0.04498,-1.45475,-0.08777,0.9956,1.34402,6.1e-4,-9999,486.40059,1.94189,0.11716,0.95912,2.34811,674.77065,6.2e-4,-1.67159,0.17253,0.0024,1.85509,0.11193,0.95906,2.43318,0.0024,nee
BIE15_nee,270.53622,2023/09/27,12:52:09,90.89,35.8055,1009,25.95,2012.436,476.63,9.036,0.002,0.078,24.7,28912.42,46.9855,6.72541,-0.95607,-0.06026,0.9915,1.50131,2012.43591,0,3e-5,0,0.46588,-0.95607,-0.06026,0.9915,1.50131,5.8e-4,-9999,476.625,-1.22938,-0.07748,0.92522,3.16591,472.10262,0.31399,-50,0,0.00228,-1.22938,-0.07748,0.92522,3.16591,0.00228,nee
BIE15_nee,305.48057,2023/11/01,11:32:01,89.58,19.36563,1005.4,8.49274,2010.986,508.12,9.58,0.003,0.189,7.2,28912.42,46.9855,6.72542,-2.94052,-0.17716,0.99808,1.21176,2010.98636,1975.76823,0.00503,-17.09735,0.03737,-1.88913,-0.11381,0.99432,1.41309,8.9e-4,-9999,508.12136,2.05161,0.1236,0.86457,1.93093,512.67044,0.02717,27.87798,0.13631,0.00189,0.72491,0.04367,0.77495,5.71037,0.00244,nee
BIE15_respi,151.48086,2023/05/31,11:32:26,90.49,32.23959,1007.9,23.4259,2057.877,500.86,15.806,0,0,21.3,28252.42,46.9855,6.72542,-0.6372,-0.04121,0.97842,1.9347,2057.87727,0,2e-5,0,0.13459,-0.6372,-0.04121,0.97842,1.9347,6.4e-4,-9999,500.85909,7.77207,0.50268,0.99712,1.2399,656.79509,0.00322,-5.1325,0.15792,0.0022,6.07488,0.39291,0.99491,1.37878,0.00293,respi
BIE15_respi,206.55963,2023/07/25,13:25:52,89.79,26.90672,1015.5,14.69103,1980.984,486.18,14.945,0,0,17.7,29572.42,46.9856,6.72541,-31.09708,-1.87781,0.99636,1.17867,1980.98364,1891.97865,0.0211,-7.54677,0.18028,-6.40822,-0.38696,0.93497,2.97504,0.01058,-9999,486.17541,38.32221,2.3141,0.9932,1.19436,637.92606,0.01525,-17.58338,0.39076,0.00543,10.2014,0.61602,0.94171,2.83327,0.01589,respi
BIE15_respi,227.47655,2023/08/15,11:26:14,90.87,34.93883,1012,23.14407,1949.645,505.33,18.256,0.003,0.042,23.7,30232.42,46.9855,6.7254,-3.29298,-0.1985,0.99517,1.22622,1949.64455,1924.47868,0.00789,-2.3292,0.05862,-1.86654,-0.11252,0.99224,1.47524,0.00103,-9999,505.33241,12.31975,0.74264,0.9969,1.20524,613.00395,0.0069,-6.01938,0.18305,0.00254,7.26918,0.43819,0.98926,1.58201,0.00473,respi
BIE15_respi,249.46363,2023/09/06,11:07:38,90.95,37.01725,1011.3,25.73511,2097.525,490.41,20.025,0.003,0.057,25.4,30562.42,46.9855,6.72542,-2.85352,-0.17181,0.9931,1.44187,2097.52545,0,8e-5,0,0.11656999999999999,-2.85352,-0.17181,0.9931,1.44187,0.00149,-9999,490.41023,17.54241,1.05623,0.99805,1.17599,587.23544,0.01091,4.21193,0.17256,0.0024,8.6003,0.51782,0.98046,1.8641,0.00758,respi
BIE15_respi,270.53426,2023/09/27,12:49:20,90.9,35.50566,1010.2,25.41666,2006.186,489.53,9.988,-4.5e-4,-0.01773,23.58636,28912.42,46.9855,6.72542,-0.99672,-0.06276,0.99078,1.52756,2006.18636,0,3e-5,0,0.08605,-0.99672,-0.06276,0.99078,1.52756,6.3e-4,-9999,489.53273,4.10162,0.25826,0.99133,1.39789,554.54245,0.00397,18.65356,0.14658,0.00204,3.32705,0.20949,0.98740000000000006,1.64469,0.00245,respi
BIE15_respi,305.47843,2023/11/01,11:28:56,89.6,19.36413,1005.9,8.68829,2011.905,502.04,10.245,0,0,8,28912.42,46.9855,6.72541,-3.80426,-0.22946,0.98786,1.22911,2011.90545,1997.11045,0.01551,-7.65856,0.0593,-1.16754,-0.07042,0.95463,2.548,0.00159,-9999,502.04341,3.21174,0.19372,0.96637,1.67792,534.42532,0.00598,-10.23962,0.167,0.00232,1.98094,0.11948,0.95971,2.42809,0.00254,respi
BIE15_respi,173.61161,2023/06/22,14:40:43,90.68,32.8745,1008.9,23.11071,2000.678,491.1,22.067,0,0,21.9,28252.42,46.9855,6.72539,-4.616,-0.29952,0.99558,1.23151,2000.67773,1966.89606,0.00887,13.03391,0.09045,-2.78424,-0.18066,0.98313,1.78489,0.00245,-9999,491.09886,16.78985,1.08945,0.99626,1.21745,616.42099,0.00869,9.17184,0.29507,0.0041,9.8701,0.64045,0.9815,1.83502,0.00912,respi
BIE16_nee,151.47341,2023/05/31,11:21:43,90.54,32.50756,1006.9,20.96377,2050.212,491.28,13.563,0.00659,0.24682,23.17727,29572.42,46.9842,6.72718,-1.53011,-0.0935,0.99623,1.32387,2050.21182,0,5e-5,0,0.17872,-1.53011,-0.0935,0.99623,1.32387,6e-4,-9999,491.2785,2.78756,0.17033,0.98635,1.67706,2397.41541,9e-5,-11.30603,0.14852,0.00206,2.76688,0.16907,0.98634,1.68364,0.00206,nee
BIE16_nee,173.64169,2023/06/22,15:24:02,90.69,35.5882,1012.1,23.9778,1989.005,513.84,23.613,0.021,0.468,23,29572.42,46.9842,6.7272,-1.26048,-0.07848,0.99418,1.4031,1989.00545,0,4e-5,0,0.26524,-1.26048,-0.07848,0.99418,1.4031,6.2e-4,-9999,513.83964,1.72714,0.10754,0.95933,2.42859,1000000,0,0,0.26161,0.0023,1.72714,0.10754,0.95933,2.42859,0.0023,nee
BIE16_nee,206.47567,2023/07/25,11:24:58,89.83,26.0628,1007.2,14.10828,1975.122,498.16,16.265,0.005,0.13,15.75455,30232.42,46.9841,6.72721,-1.03295,-0.06095,0.99108,1.52928,1975.12227,0,3e-5,0,0.04773,-1.03295,-0.06095,0.99108,1.52928,6e-4,-9999,498.15782,3.43218,0.2025,0.98127,1.53273,536.15714,0.00533,0.71168,0.14421,0.002,2.36353,0.13945,0.97625,1.99682,0.00226,nee
BIE16_nee,227.49156,2023/08/15,11:47:51,90.92,35.2817,1019.1,23.43752,1949.61,479.86,17.316,0.005,0.11177,24.26818,30232.42,46.9842,6.72716,-1.32005,-0.07953,0.99414,1.40282,1949.61045,0,4e-5,0,0.30801,-1.32005,-0.07953,0.99414,1.40282,6.3e-4,-9999,479.85568,2.28149,0.13746,0.96334,1.96464,542.32514,0.0022,-39.4135,0.1573,0.00218,1.79458,0.10812,0.96547,2.2759,0.00212,nee
BIE16_nee,249.52446,2023/09/06,12:35:13,90.99,40.53012,1010.5,26.0752,2048.759,544.73,21.642,0.004,0.162,24.9,31552.42,46.9842,6.72727,-1.92633,-0.11261,0.99811,1.23864,2048.75864,0,5e-5,0,0.20449,-1.92633,-0.11261,0.99811,1.23864,5.1e-4,-9999,544.73018,2.75434,0.16101,0.97678,1.84959,641.48352,0.00166,11.11052,0.16763,0.00233,2.49036,0.14558,0.97625,1.98654,0.00235,nee
BIE16_nee,270.55275,2023/09/27,13:15:58,90.93,34.54083,1009.1,21.52267,1992.977,492.51,12.38,0.015,0.406,22.1,30562.42,46.9842,6.72727,-0.86619,-0.05103,0.98751,1.76548,1992.97727,0,3e-5,0,0.09178,-0.86619,-0.05103,0.98751,1.76548,6.8e-4,-9999,492.50618,2.19787,0.12948,0.95671,2.48671,581.95951,0.00145,-27.84902,0.18251,0.00285,1.91675,0.11291,0.95643,2.78398,0.00286,nee
BIE16_nee,305.54764,2023/11/01,13:08:36,89.58,20.73959,1019.5,9.21683,2014.917,521.69,10.283,0.004,0.24,9,28912.42,46.9842,6.72721,-1.12489,-0.06799,0.99397,1.42646,2014.91727,0,3e-5,0,0.16154,-1.12489,-0.06799,0.99397,1.42646,5.5e-4,-9999,521.69177,2.4663,0.14908,0.55019,1.85351,528.69972,0.02127,-22.53399,0.15381,0.00214,0.3627,0.02192,0.50939,10.24415,0.00223,nee
BIE16_respi,151.47117,2023/05/31,11:18:29,90.53,32.43855,1008.5,20.24883,2051.438,492.86,13.196,0,0,24.2,29572.42,46.9842,6.72719,-11.77043,-0.71729,0.18217,1.58922,2051.43818,2045.12127,0.11355,22.31503,0.55431,0.07812,0.00476,0.0034,180.59857,0.0086,-9999,492.86355,4.79568,0.29225,0.98919,1.40716,546.46989,0.00545,9.77857,0.16554,0.00233,3.45059,0.21028,0.98184,1.84433,0.00301,respi
BIE16_respi,173.63926,2023/06/22,15:20:32,90.71,35.41903,1010.4,23.76502,1995.01,498.66,22.058,0.021,0.474,24.2,29572.42,46.9842,6.7272,-2.8893,-0.17944,0.9951,1.22972,1995.01045,1970.78617,0.00741,-6.01728,0.05373,-1.65047,-0.1025,0.99448,1.39148,7.9e-4,-9999,498.65791,7.18466,0.4462,0.99529,1.25718,599.20923,0.00444,-13.51775,0.15778,0.00219,4.93702,0.30661,0.99157,1.50105,0.00293,respi
BIE16_respi,206.47289,2023/07/25,11:20:58,89.82,25.66863,1006.6,14.02326,1979.814,508.93,16.143,0.005,0.13527,16.25455,31552.42,46.9842,6.72721,-2.07155,-0.11707,0.98693,1.67206,1979.81409,0,6e-5,0,0.30836,-2.07155,-0.11707,0.98693,1.67206,0.0014,-9999,508.93495,5.97275,0.33755,0.98546,1.6827,981.92926,7.1e-4,13.88849,0.29369,0.00408,5.73077,0.32387,0.98538,1.72225,0.00409,respi
BIE16_respi,227.48935,2023/08/15,11:44:40,90.92,34.7481,1019,23.39247,1951.845,478.8,18.034,0.005,0.115,24.9,30232.42,46.9842,6.72715,-1.30473,-0.07865,0.99411,1.404,1951.845,0,4e-5,0,0.14995,-1.30473,-0.07865,0.99411,1.404,6.3e-4,-9999,478.79527,3.72479,0.22455,0.99121,1.47516,808.17366,6.8e-4,-19.4544,0.14837,0.00206,3.49999,0.21099,0.99113,1.51526,0.00207,respi
BIE16_respi,249.52218,2023/09/06,12:31:56,91,40.93494,1010.4,26.249,2047.211,536.36,20.924,0.004,0.163,25.6,31552.42,46.9842,6.72727,-1.90011,-0.11104,0.99698,1.28661,2047.21136,0,5e-5,0,0.42717,-1.90011,-0.11104,0.99698,1.28661,6.3e-4,-9999,536.35659,4.5782,0.26755,0.99099,1.44099,643.65411,0.00249,17.12973,0.16647,0.00231,3.99869,0.23368,0.98971,1.56437,0.00247,respi
BIE16_respi,270.55051,2023/09/27,13:12:44,90.95,34.46071,1009.7,21.499,2001.449,516,11.153,0.014,0.407,24.4,30562.42,46.9842,6.72726,-1.37642,-0.08097,0.99605,1.3271,2001.44864,0,4e-5,0,0.19615,-1.37642,-0.08097,0.99605,1.3271,5.3e-4,-9999,516.00195,3.35371,0.19728,0.98598,1.61829,729.51128,9.2e-4,-22.44603,0.16097,0.00224,3.07405,0.18082,0.98584,1.69669,0.00225,respi
BIE16_respi,305.54517,2023/11/01,13:05:03,89.58,20.32557,1019.9,9.0015,2015.442,525.52,10.099,0.004,0.243,9.1,28912.42,46.9842,6.72719,-1.0234,-0.0618,0.99305,1.46095,2015.44182,0,3e-5,0,0.24849,-1.0234,-0.0618,0.99305,1.46095,5.4e-4,-9999,525.52023,1.08218,0.06535,0.9061,3.53915,1000000,0,0,1.55849,0.00218,1.08218,0.06535,0.9061,3.53915,0.00218,respi
BIE17_ne,151.40041,2023/05/31,09:36:35,90.56,32.22204,1006,20.99451,2107.913,503.72,15.54,0.035,0.465,21.32727,30232.42,46.9843,6.72964,-0.2986,-0.01788,0.92454,3.18146,2107.91318,0,1e-5,0,0.06793,-0.2986,-0.01788,0.92454,3.18146,5.3e-4,-9999,503.72105,19.09061,1.14323,0.99963,1.17472,1736.91748,0.00093000000000000005,-1.69741,0.15302,0.00213,17.83367,1.06796,0.99949,1.18355,0.00251,respi
BIE17_nee,173.65692,2023/06/22,15:45:58,90.65,35.0004,1007.6,26.49642,1986.573,484.41,18.997,0.02682,0.27536,26.23636,30232.42,46.9843,6.72966,-1.54381,-0.09442,0.99425,1.40024,1986.57273,0,5e-5,0,0.48234,-1.54381,-0.09442,0.99425,1.40024,7.4e-4,-9999,484.41295,15.16906,0.92775,0.99713,1.25064,975.3606,0.00189,-13.24344,0.31697,0.0044,12.93181,0.79092,0.99651,1.30992,0.00486,nee
BIE17_nee,206.41032,2023/07/25,09:50:52,89.77,22.8575,1001.8,14.19355,1968.939,442.4,14.347,0.029,0.255,16.8,31552.42,46.9843,6.72969,-6.8198,-0.38516,0.6285,1.18014,1968.93909,1963.22267,0.06738,-4.42845,0.03949,-0.09207,-0.0052,0.35897,13.90654,7.2e-4,-9999,442.39723,11.05716,0.62447,0.99847,1.2176,673.51733,0.0027,-2.96325,0.14919,0.00207,9.04351,0.51075,0.99697,1.30346,0.00292,nee
BIE17_nee,227.55336,2023/08/15,13:16:50,90.84,37.69602,1007.6,27.59742,1957.6,475.59,13.73,0.047,0.269,32.01818,32212.42,46.9843,6.72967,-0.83735,-0.04788,0.70325,1.56376,1957.59955,1955.48954,0.02269,-16.32703,0.03636,-0.12671,-0.00725,0.65673,7.58537,5.4e-4,-9999,475.59382,8.13195,0.465,0.99288,1.27595,563.8109,0.00527,-20.66147,0.18193,0.00253,5.01957,0.28703,0.98769,1.63477,0.00332,nee
BIE17_nee,249.54598,2023/09/06,13:06:13,90.96,42.16354,1004.8,29.32374,2072.664,490.82,21.285,0.059,0.353,29.8,30892.42,46.9843,6.72967,-0.365,-0.02203,0.94314,2.79481,2072.66409,0,1e-5,0,1.66521,-0.365,-0.02203,0.94314,2.79481,5.6e-4,-9999,490.82136,6.1743,0.37264,0.99765,1.25786,1000000,0,0,0.24145,0.00188,6.1743,0.37264,0.99765,1.25786,0.00188,nee
BIE17_nee,270.66344,2023/09/27,15:55:21,90.81,38.3676,1005.7,26.57657,1992.606,482.32,13.659,0.048,0.422,24.06364,30892.42,46.9844,6.72964,-0.30934,-0.01839,0.92614,3.14798,1992.60591,0,1e-5,0,0.05972,-0.30934,-0.01839,0.92614,3.14798,5.4e-4,-9999,482.31795,4.22614,0.25119,0.98796,1.48018,576.02735,0.00268,-8.13729,0.16739,0.00232,3.41423,0.20293,0.98648,1.67563,0.00246,nee
BIE17_nee,305.5737,2023/11/01,13:46:08,89.54,17.81988,1022.3,9.85006,2039.035,487.21,8.653,0.053,0.546,9.6,31222.42,46.9843,6.72966,-13.20744,-0.74004,0.10921,1.20537,2039.03455,2033.12856,0.1253,10.37723,0.1414,0.08761,0.00491,0.05985,41.11458,0.00202,-9999,487.20768,-0.6865,-0.03847,0.79533,5.39014,0,8e-5,0,0.14567,0.00202,-0.6865,-0.03847,0.79533,5.39014,0.00202,nee
